year,carrier_name,delay_cause,delay_mins,percentage_delay
2006,American Eagle Airlines Inc.,security_delay,19358.0,0.0011
2006,American Eagle Airlines Inc.,weather_delay,496450.0,0.029
2006,American Eagle Airlines Inc.,nas_delay,2822366.0,0.1646
2006,American Eagle Airlines Inc.,late_aircraft_delay,3063182.0,0.1787
2006,Atlantic Southeast Airlines,arr_delay,7628252.0,0.5
2006,Atlantic Southeast Airlines,carrier_delay,1841174.0,0.1207
2006,Atlantic Southeast Airlines,security_delay,4091.0,0.0003
2006,Atlantic Southeast Airlines,weather_delay,373847.0,0.0245
2006,Atlantic Southeast Airlines,nas_delay,2115815.0,0.1387
2006,Atlantic Southeast Airlines,late_aircraft_delay,3293325.0,0.2159
2006,Comair Inc.,arr_delay,4711058.0,0.5
2006,Comair Inc.,carrier_delay,1947737.0,0.2067
2006,Comair Inc.,security_delay,11277.0,0.0012
2006,Comair Inc.,weather_delay,811310.0,0.0861
2006,Comair Inc.,nas_delay,1411376.0,0.1498
2006,Comair Inc.,late_aircraft_delay,529358.0,0.0562
2006,Continental Air Lines Inc.,arr_delay,3435209.0,0.5
2006,Continental Air Lines Inc.,carrier_delay,1401064.0,0.2039
2006,Continental Air Lines Inc.,security_delay,3823.0,0.0006
2006,Continental Air Lines Inc.,weather_delay,707776.0,0.103
2006,Continental Air Lines Inc.,nas_delay,1159047.0,0.1687
2006,Continental Air Lines Inc.,late_aircraft_delay,163499.0,0.0238
2006,Delta Air Lines Inc.,arr_delay,4563412.0,0.5
2006,Delta Air Lines Inc.,carrier_delay,878938.0,0.0963
2006,Delta Air Lines Inc.,security_delay,24030.0,0.0026
2006,Delta Air Lines Inc.,weather_delay,206608.0,0.0226
2006,Delta Air Lines Inc.,nas_delay,2106862.0,0.2308
2006,Delta Air Lines Inc.,late_aircraft_delay,1346974.0,0.1476
2006,ExpressJet Airlines Inc.,arr_delay,5464674.0,0.5
2006,ExpressJet Airlines Inc.,carrier_delay,1559673.0,0.1427
2006,ExpressJet Airlines Inc.,security_delay,12549.0,0.0011
2006,ExpressJet Airlines Inc.,weather_delay,145416.0,0.0133
2006,ExpressJet Airlines Inc.,nas_delay,1995771.0,0.1826
2006,ExpressJet Airlines Inc.,late_aircraft_delay,1751265.0,0.1602
2006,Frontier Airlines Inc.,arr_delay,6415068.0,0.5
2006,Frontier Airlines Inc.,carrier_delay,1104928.0,0.0861
2006,Frontier Airlines Inc.,security_delay,31415.0,0.0024
2006,Frontier Airlines Inc.,weather_delay,361696.0,0.0282
2006,Frontier Airlines Inc.,nas_delay,2566937.0,0.2001
2006,Frontier Airlines Inc.,late_aircraft_delay,2350092.0,0.1832
2006,Hawaiian Airlines Inc.,arr_delay,657982.0,0.5
2006,Hawaiian Airlines Inc.,carrier_delay,186274.0,0.1415
2006,Hawaiian Airlines Inc.,security_delay,1093.0,0.0008
2006,Hawaiian Airlines Inc.,weather_delay,29043.0,0.0221
2006,Hawaiian Airlines Inc.,nas_delay,294396.0,0.2237
2006,Hawaiian Airlines Inc.,late_aircraft_delay,147176.0,0.1118
2006,JetBlue Airways,arr_delay,158593.0,0.5
2006,JetBlue Airways,carrier_delay,110798.0,0.3493
2006,JetBlue Airways,security_delay,1117.0,0.0035
2006,JetBlue Airways,weather_delay,1309.0,0.0041
2006,JetBlue Airways,nas_delay,2435.0,0.0077
2006,JetBlue Airways,late_aircraft_delay,42934.0,0.1354
2006,Mesa Airlines Inc.,arr_delay,2435201.0,0.5
